Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone
1859,1.0,2957,NAEYC_accreditation.csv, Northern Trust Child Development Center,801 South Canal Street C1S ,60607,5572540,,,,,,,,,,,,,,,,,,http://www.brighthorizons.com,,,,08/31/13,113649,JM123@ntrs.com,,,b'northern trust child development center',b'801 south canal street c1s',b'60607',b'5572540'
284,0.9918656350439979,2958,NAEYC_accreditation.csv, Northwestern University Settlement Association,1400 West Augusta Blvd  ,60642,2787471,,,,,,,,,,,,,,,,,,http://www.nush.org,,,,04/30/14,587968,,,,b'northwestern university settlement',b'1400 west augusta blvd.',b'60642',b'2787471'
1860,1.0,2959,NAEYC_accreditation.csv, Norwood Park Preschool for All,5900 North Nina Avenue  ,60631,5341162,,,,,,,,,,,,,,,,,,http://www.norwoodparkschool.com,,,,07/01/16,489732,nmtokarz@cps.edu,,,b'norwood park preschool for all',b'5900 north nina avenue',b'60631',b'5341162'
1861,1.0,2960,NAEYC_accreditation.csv, Olive-Harvey Child Development Laboratory Center,10001 South Woodlawn Avenue First Floor ,60628,2916317,,,,,,,,,,,,,,,,,,http://www.oliveharvey.ccc.edu,,,,11/30/14,278168,tcarter63@ccc.edu,,,b'olive-harvey child development laboratory center',b'10001 south woodlawn avenue first floor',b'60628',b'2916317'
202,0.9720274286609698,2961,NAEYC_accreditation.csv, Onward Neighborhood House,5423 W. Diversey Ave.  ,60639,6223215,,,,,,,,,,,,,,,,,,,,,,01/31/13,511442,mlarson@onwardhouse.org,,,b'onward neighborhood house onward neighborhood house - belmont/cragin',b'5423 w diversey ave.',b'60639',b'6223215'
210,0.7805273838716686,2962,NAEYC_accreditation.csv, Onward Neighborhood House,600 North Leavitt Street  ,60612,6666726,,,,,,,,,,,,,,,,,,http://www.onwardhouse.org,,,,01/31/13,511442,mlarson@onwardhouse.org,,,b'onward neighborhood house',b'600 n leavitt st',b'60612',b'6666726'
1862,1.0,2963,NAEYC_accreditation.csv, Orr Infant and Family Development Center,730 North Pulaski Road  ,60624,8261090,,,,,,,,,,,,,,,,,,http://www.hullhouse.org,,,,07/31/14,399578,reneeboyd@hullhouse.org,,,b'orr infant and family development center',b'730 north pulaski road',b'60624',b'8261090'
88,0.9256007669862518,2964,NAEYC_accreditation.csv, Our Lady of Tepeyac ,2414 South Albany Avenue  ,60623,2775888,,,,,,,,,,,,,,,,,,,,,,01/31/13,486949,pgutierr@catholiccharities.net,,,b'our lady of tepeyac',b'2414 south albany avenue',b'60623',b'2775888'
1863,1.0,2965,NAEYC_accreditation.csv," Parent Cooperative for Early Learning, Inc.",5300 South Shore Drive STO ,60615,6846363,,,,,,,,,,,,,,,,,,http://www.parentcoop.org,,,,12/31/14,293469,PCEL_director@yahoo.com,,,"b'parent cooperative for early learning, inc.'",b'5300 south shore drive sto',b'60615',b'6846363'
1864,1.0,2966,NAEYC_accreditation.csv, Parkway Community House Child Care,500 East 67th Street  ,60637,4931306,,,,,,,,,,,,,,,,,,http://hullhouse.org,,,,04/30/13,486671,cknighten@hullhouse.org,,,b'parkway community house child care',b'500 east 67th street',b'60637',b'4931306'
1865,1.0,2967,NAEYC_accreditation.csv, Pathways to Learning Child Care Center,3450-54 West 79th Street  ,60652,4369244,,,,,,,,,,,,,,,,,,,,,,09/30/14,725281,lmpedwards@yahoo.com,,,b'pathways to learning child care center',b'3450-54 west 79th street',b'60652',b'4369244'
1866,1.0,2968,NAEYC_accreditation.csv, Paulo Freire Center,1653 West 43rd Street Building ,60609,8266260,,,,,,,,,,,,,,,,,,http://www.chicagocommons.org,,,,02/01/16,278793,vargasn@chicagocommons.org,,,b'paulo freire center',b'1653 west 43rd street building',b'60609',b'8266260'
1867,1.0,2969,NAEYC_accreditation.csv, Rauner Family YMCA,2700 S. Western Avenue  ,60608,5060130,,,,,,,,,,,,,,,,,,http://ymcachgo.org,,,,11/01/15,726196,ssifuentes@ymcachicago.org,,,b'rauner family ymca',b'2700 s. western avenue',b'60608',b'5060130'
1868,1.0,2970,NAEYC_accreditation.csv, Ravenswood Community Child Care Center,4908 North Damen Avenue  ,60625,2714495,,,,,,,,,,,,,,,,,,http://rc4cares.com,,,,09/30/12,600291,directorrc4cares@gmail.com,,,b'ravenswood community child care center',b'4908 north damen avenue',b'60625',b'2714495'
1869,1.0,2971,NAEYC_accreditation.csv, Rogers Park Children's Center,1754 West Devon Avenue  ,60660,2623366,,,,,,,,,,,,,,,,,,,,,,01/31/13,557795,,,,"b""rogers park children's center""",b'1754 west devon avenue',b'60660',b'2623366'
1870,1.0,2972,NAEYC_accreditation.csv, Saint Augustine College-Nayarit Head Start,2610 West 25th Place Lower level ,60608,8783653,,,,,,,,,,,,,,,,,,,,,,01/31/13,511416,ecorona@staugustine.edu,,,b'saint augustine college-nayarit head start',b'2610 west 25th place lower level',b'60608',b'8783653'
33,0.8150425988830463,2973,NAEYC_accreditation.csv, Salvation Army Incarnation Head Start,1345 North Karlov  ,60651,2764118,,,,,,,,,,,,,,,,,,,,,,03/31/15,344640,elsa_galan@usc.salvationarmy.org,,,b'salvation army incarnation',b'1345 n karlov',b'60651',b'2764118'
689,0.95438385,2974,NAEYC_accreditation.csv, Sinai Preschool,15 West Delaware Place  ,60610,8677010,,,,,,,,,,,,,,,,,,http://www.chicagosinai.org,,,,08/01/17,495909,fkatz@chicagosinai.org,,,b'sinai preschool',b'15 west delaware place',b'60610',b'8677010'
1871,1.0,2975,NAEYC_accreditation.csv, South Central Community Services Head Start Program,8316 South Ellis Avenue Building ,60619,4830900,,,,,,,,,,,,,,,,,,http://www.sccsinc.org,,,,05/31/14,508122,blasingame@sccsinc.org,,,b'south central community services head start program',b'8316 south ellis avenue building',b'60619',b'4830900'
1872,1.0,2976,NAEYC_accreditation.csv, South Shore United Methodist Child Care Center,7350 South Jeffery Boulevard  ,60649,3244430,,,,,,,,,,,,,,,,,,,,,,03/31/13,564213,ssumccc1@ameritech.net,,,b'south shore united methodist child care center',b'7350 south jeffery boulevard',b'60649',b'3244430'
1873,1.0,2977,NAEYC_accreditation.csv, South Side YMCA Day Care,6330 S. Stony Island  ,60637,3262570,,,,,,,,,,,,,,,,,,http://www.ymcachicago.org,,,,11/30/14,282881,BDickens@ymcachicago.org,,,b'south side ymca day care',b'6330 s. stony island',b'60637',b'3262570'
134,0.9730277660027946,2978,NAEYC_accreditation.csv, St. Augustine College/Flamboyan Head Start ,3401 W. McLean Avenue  ,60647,2763423,,,,,,,,,,,,,,,,,,,,,,01/31/13,511412,egalan@staugustine.edu,,,b'st. augustine college/flamboyan head start',b'3401 w. mclean avenue',b'60647',b'2763423'
1874,1.0,2979,NAEYC_accreditation.csv, St. John Of God,5114 South Elizabeth 1st Floor ,60609,9242232,,,,,,,,,,,,,,,,,,,,,,11/01/15,725529,snewsome@catholiccharities.net,,,b'st. john of god',b'5114 south elizabeth 1st floor',b'60609',b'9242232'
1875,1.0,2980,NAEYC_accreditation.csv, St. Joseph Child Care Center,4800 South Paulina  ,60609,9272524,,,,,,,,,,,,,,,,,,,,,,02/01/17,502184,jwilliam@catholiccharities.net,,,b'st. joseph child care center',b'4800 south paulina',b'60609',b'9272524'
292,0.9565305971894864,2981,NAEYC_accreditation.csv, St. Vincent de Paul Center,2145 North Halsted Street  ,60614,9436776,,,,,,,,,,,,,,,,,,http://www.svdpc.org,,,,12/01/15,597629,dhamilto@svdpc.org,,,b'st. vincent de paul center',b'2145 north halsted street',b'60614',b'9436776'
1876,1.0,2982,NAEYC_accreditation.csv, St. William School,2559 North Sayre Avenue  ,60707,6375130,,,,,,,,,,,,,,,,,,http://www.stwilliamschool.org,,,,06/01/16,722491,mbauer@stwilliamschool.org,,,b'st. william school',b'2559 north sayre avenue',b'60707',b'6375130'
1877,1.0,2983,NAEYC_accreditation.csv, State of Illinois Child Development Center,160 North LaSalle N201 ,60601,8144782,,,,,,,,,,,,,,,,,,http://www.earlychildcareservices.org,,,,08/31/13,214825,solsz@yahoo.com,,,b'state of illinois child development center',b'160 north lasalle n201',b'60601',b'8144782'
1878,1.0,2984,NAEYC_accreditation.csv, The Children's Center for Creative Learning Inc.,7956 South Western Ave.  ,60620,4714927,,,,,,,,,,,,,,,,,,,,,,05/31/13,722947,childrencenterwestern@yahoo.com,,,"b""the children's center for creative learning inc.""",b'7956 south western ave.',b'60620',b'4714927'
1879,1.0,2985,NAEYC_accreditation.csv, The Salvation Army Columbus Park Head Start,500 South Central  ,60644,9214162,,,,,,,,,,,,,,,,,,,,,,09/30/14,395893,felice_lewis@usc.salvationarmy.org,,,b'the salvation army columbus park head start',b'500 south central',b'60644',b'9214162'
1880,1.0,2986,NAEYC_accreditation.csv, Trinidad Lutheran Head Start,2921 West Division Avenue  ,60622,2789332,,,,,,,,,,,,,,,,,,,,,,08/31/13,557882,emilia.espinal@lssi.org,,,b'trinidad lutheran head start',b'2921 west division avenue',b'60622',b'2789332'
1881,1.0,2987,NAEYC_accreditation.csv, Trinty Resources Unlimited High Mountain Head Start,919 North Lavergne Avenue  ,60651,6263997,,,,,,,,,,,,,,,,,,,,,,01/31/13,546219,tru_highmountain@yahoo.com,,,b'trinty resources unlimited high mountain head start',b'919 north lavergne avenue',b'60651',b'6263997'
1882,1.0,2988,NAEYC_accreditation.csv, UIC Children's Center,728 W. Roosevelt Road (East Side) 2nd floor ,60607,,,,,,,,,,,,,,,,,,,http://www.uic.edu/depts/children,,,,12/31/12,291616,kkull@uic.edu,,,"b""uic children's center""",b'728 w. roosevelt road (east side) 2nd floor',b'60607',b''
684,0.7544102,2989,NAEYC_accreditation.csv, UIC Children's Center,1919 West Taylor Street (mc 525) Room 128 ,60612,4135328,,,,,,,,,,,,,,,,,,http://www.uic.edu/depts/children,,,,12/31/12,291616,kkull@uic.edu,,,"b""uic children's cent ii west""",b'1919 w. taylor',b'60612',b'4135326'
1883,1.0,2990,NAEYC_accreditation.csv, University Children's Center,446 East Ontario Suite 150 ,60611,8677056,,,,,,,,,,,,,,,,,,http://www.cclc.com/Northwestern,,,,02/01/16,725256,lhafeman@cclc.com,,,"b""university children's center""",b'446 east ontario suite 150',b'60611',b'8677056'
1884,1.0,2991,NAEYC_accreditation.csv, Uptown Family Care Center,4520 North Beacon Street  ,60640,5613500,,,,,,,,,,,,,,,,,,http://www.hullhouse.org,,,,10/01/16,399517,pshowers@hullhouse.org,,,b'uptown family care center',b'4520 north beacon street',b'60640',b'5613500'
1885,1.0,2992,NAEYC_accreditation.csv, Vireva Nursery School,1935 West 51st Street  ,60609,9258417,,,,,,,,,,,,,,,,,,,,,,05/31/14,724937,vireva@comcast.net,,,b'vireva nursery school',b'1935 west 51st street',b'60609',b'9258417'
1886,1.0,2993,NAEYC_accreditation.csv, Wee Care Nursery School and Kindergarten,1845 East 79th Street  ,60649,2214442,,,,,,,,,,,,,,,,,,,,,,07/31/14,592567,weecarekids@sbcglobal.net,,,b'wee care nursery school and kindergarten',b'1845 east 79th street',b'60649',b'2214442'
296,0.9537480479931038,2994,NAEYC_accreditation.csv," Wee Wee Center for Creative Learning, Inc.",2434 W. 71st Street  ,60629,4710869,,,,,,,,,,,,,,,,,,http://weeweecenter.com,,,,05/31/15,723603,weeweecenter@sbcglobal.net,,,"b'wee wee center for creative learning, inc.'",b'2434 w. 71st st.',b'60629',b'4710869'
1887,1.0,2995,NAEYC_accreditation.csv, Westside Holistic Family Services ,4909 West Division Street 1st Floor ,60651,9218887,,,,,,,,,,,,,,,,,,http://www.westsideholistic.org,,,,02/01/17,531882,,,,b'westside holistic family services',b'4909 west division street 1st floor',b'60651',b'9218887'
1888,1.0,2996,NAEYC_accreditation.csv, Winthrop Children's Center,4848 North Winthrop  ,60640,8783210,,,,,,,,,,,,,,,,,,,,,,09/30/12,395889,,,,"b""winthrop children's center""",b'4848 north winthrop',b'60640',b'8783210'
1889,1.0,2997,NAEYC_accreditation.csv, YMCA High Ridge,2424 West Touhy Avenue  ,60645,2628300,,,,,,,,,,,,,,,,,,http://www.ymcachicago.org,,,,11/30/14,725321,,,,b'ymca high ridge',b'2424 west touhy avenue',b'60645',b'2628300'
1890,1.0,2998,NAEYC_accreditation.csv, YMCA Marshall Child Development Center,3201 West Monroe  ,60624,2650145,,,,,,,,,,,,,,,,,,http://ymcachgo.org,,,,11/01/15,726003,bross@ymcachicago.org,,,b'ymca marshall child development center',b'3201 west monroe',b'60624',b'2650145'
1891,1.0,2999,NAEYC_accreditation.csv, Young Scholars Developmental Institute,3038 West 59th Street 1st ,60629,9181944,,,,,,,,,,,,,,,,,,,,,,01/31/14,546228,youngscholars@sbcglobal.net,,,b'young scholars developmental institute',b'3038 west 59th street 1st',b'60629',b'9181944'
308,0.9605470899904085,3000,Ounce of Prevention - Site Locations.csv, Ounce of Prevention Fund - Educare of Chicago,5044 S. Wabash Ave ,60615,9242334,,,,,,,,,,,,,,,,,,,,,,,Grand Boulevard Community; Serves children ages 0-5,,,,b'ounce of prevention fund educare',b'5044 s. wabash',b'60615',b'9242334'
1892,1.0,3001,Ounce of Prevention - Site Locations.csv, Ounce of Prevention Fund - Doula Home Visiting,"Hayes Center
4859 S. Wabash
",60615,3738670,,,,,,,,,,,,,,,,,,,,,,,Grand Boulevard Community; Serves children ages 0-5,,,,b'ounce of prevention fund - doula home visiting',b'hayes center4859 s. wabash',b'60615',b'3738670'
1893,1.0,3002,Ounce of Prevention - Site Locations.csv, Aunt Martha's - Riverdale Site,"14424 Wentworth Avenue
Riverdale, IL 60827",,8496019,,,,,,,,,,,,,,,,,,,,,,,Park Forest and Riverdale Communities; Serves children ages 3-5,,,,"b""aunt martha's - riverdale site""","b'14424 wentworth avenueriverdale, il 60827'",b'',b'8496019'
1894,1.0,3003,Ounce of Prevention - Site Locations.csv, Aunt Martha's - Park Forest Site,"23485 Western Avenue
Park Forest, IL 60466",,7472780,,,,,,,,,,,,,,,,,,,,,,,Park Forest and Riverdale Communities; Serves children ages 3-5,,,,"b""aunt martha's - park forest site""","b'23485 western avenuepark forest, il 60466'",b'',b'7472780'
438,0.95827717,3004,Ounce of Prevention - Site Locations.csv, Casa Central - ABC Home-Based Head Start,"1349 N. California
",60622,6452404,,,,,,,,,,,,,,,,,,,,,,,Humboldt Park Community; Serves children ages 3-5,,,,b'casa central(delegate)abc home based head start',b'1349 n. california ave',b'60622',b'6452404'
1895,1.0,3005,Ounce of Prevention - Site Locations.csv, Casa Central - APP Home Based Head Start,"2222 N. Kedzie Ave.
",60647,7828819,,,,,,,,,,,,,,,,,,,,,,,Humboldt Park Community; Serves children ages 3-5,,,,b'casa central - app home based head start',b'2222 n. kedzie ave.',b'60647',b'7828819'
293,0.942441846036876,3006,Ounce of Prevention - Site Locations.csv, Casa Central - Casa Infantil,"2222 N. Kedzie Ave.
",60647,7721170,,,,,,,,,,,,,,,,,,,,,,,Humboldt Park Community; Serves children ages 3-5,,,,b'casa central - casa infantil child development program',b'2222 n. kedzie ave.',b'60647',b'7721170'
439,0.9077235483308678,3007,Ounce of Prevention - Site Locations.csv, Casa Central - Community Service Center,"1343 N. California Ave.
",60622,6452300,,,,,,,,,,,,,,,,,,,,,,,Humboldt Park Community; Serves children ages 3-5,,,,b'community service center',b'1343 n. california ave',b'60622',b'6452300'
1896,1.0,3008,Ounce of Prevention - Site Locations.csv, Casa Central - Munoz Marin-Lowell Early Childhood Center,"3320 W. Evergreen Ave.
",60651,5344315,,,,,,,,,,,,,,,,,,,,,,,Humboldt Park Community; Serves children ages 3-5,,,,b'casa central - munoz marin-lowell early childhood center',b'3320 w. evergreen ave.',b'60651',b'5344315'
156,0.954953835155669,3009,Ounce of Prevention - Site Locations.csv, Centers for New Horizons - Effie Ellis II Center,"4301 S. Cottage Grove Ave
",60653,5489839,,,,,,,,,,,,,,,,,,,,,,,Grand Boulevard Community; Serves children 0-3,,,,b'centers for new horizons effie ellis',b'4301 s. cottage grove',b'60653',b'5489839'
440,0.8428462771802661,3010,Ounce of Prevention - Site Locations.csv, Children's Home and Aid Society - Mitzi Freidheim Englewood Child + Family Center,"1701 W. 63rd St.
",60636,4766998,,,,,,,,,,,,,,,,,,,,,,,Humboldt Park and Englewood Communities; Serves children ages 3-5,,,,b'children\xe2\x80\x9a\xc3\xa4\xc3\xb6\xe2\x88\x9a\xc3\xb1\xe2\x88\x9a\xc2\xa5s home + aid(delegate) englewood child and family center',b'1701 w. 63rd st.',b'60636',b'4766998'
1897,1.0,3011,Ounce of Prevention - Site Locations.csv, Children's Home and Aid Society - Viva Home Based,"2516 W. Division
",60622,2529100,,,,,,,,,,,,,,,,,,,,,,,Humboldt Park and Englewood Communities; Serves children ages 3-5,,,,"b""children's home and aid society - viva home based""",b'2516 w. division',b'60622',b'2529100'
287,0.8555977920577031,3012,Ounce of Prevention - Site Locations.csv, Children's Place Association - Family Center,"1800 N. Humboldt Blvd.
",60647,3959193,,,,,,,,,,,,,,,,,,,,,,,Humboldt Park and City of Chicago Communities; Serves children ages 0-5,,,,b'children\xe2\x80\x9a\xc3\xa4\xc3\xb6\xe2\x88\x9a\xc3\xb1\xe2\x88\x9a\xc2\xa5s place association(partner) family center',b'1800 n humboldt blvd',b'60647',b'3959193'
442,0.8884837627229933,3013,Ounce of Prevention - Site Locations.csv, One Hope United - Bridgeport Child Development Center,"3053 South Normal Ave.
",60616,8425566,,,,,,,,,,,,,,,,,,,,,,,Bridgeport and Rogers Park Communities; Serves children ages 3-5,,,,b'bridgeport child development center',b'3053 south normal avenue',b'60616',b'8425566'
443,0.9016171207429341,3014,Ounce of Prevention - Site Locations.csv, One Hope United - Bridgeport Child Development Center II,"514 W. 31st St.
",60616,9494015,,,,,,,,,,,,,,,,,,,,,,,Bridgeport and Rogers Park Communities; Serves children ages 3-5,,,,b'bridgeport child development center ii',b'514 w. 31st st.',b'60616',b'9494015'
1898,1.0,3015,Ounce of Prevention - Site Locations.csv, One Hope United - Edgewater Early Learning Center,"5244 North Lakewood St.
",60640,9070278,,,,,,,,,,,,,,,,,,,,,,,Bridgeport and Rogers Park Communities; Serves children ages 3-5,,,,b'one hope united - edgewater early learning center',b'5244 north lakewood st.',b'60640',b'9070278'
1899,1.0,3016,Ounce of Prevention - Site Locations.csv, SGA Youth and Family Services - SGA Youth & Family Services,"Early Head Start Home Based
11 E. Adams, Suite 1500
",60603,4474356,,,,,,,,,,,,,,,,,,,,,,,Brighton Park and McKinley Park; Services children ages 0-3; Home Visiting,,,,b'sga youth and family services - sga youth & family services',"b'early head start home based11 e. adams, suite 1500'",b'60603',b'4474356'
1900,1.0,3017,Ounce of Prevention - Site Locations.csv, SGA Youth and Family Services - Program Site,"4222 S. Archer Ave.
",60632,,,,,,,,,,,,,,,,,,,,,,,,Brighton Park and McKinley Park; Services children ages 0-3; Home Visiting,,,,b'sga youth and family services - program site',b'4222 s. archer ave.',b'60632',b''
659,0.84864223,3018,purple_binder_early_childhood.csv, A Karrasel Nursery School & Kindergarten,3030 N Kedzie Avenue ,60618,4636151,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'a-karrasel nursery sch',b'3030 n. kedzie',b'60618',b'4636151'
1901,1.0,3019,purple_binder_early_childhood.csv, A Step Ahead Day Care Center,4208 N Broadway Street 10 ,60612,4048664,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'a step ahead day care center',b'4208 n broadway street 10',b'60612',b'4048664'
1902,1.0,3020,purple_binder_early_childhood.csv, ABC & Me Day Care Center,1100 W Lawrence Avenue ,60640,5614488,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'abc & me day care center',b'1100 w lawrence avenue',b'60640',b'5614488'
1903,1.0,3021,purple_binder_early_childhood.csv, ABC Academy,2714 W Pratt Boulevard ,60645,3381033,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'abc academy',b'2714 w pratt boulevard',b'60645',b'3381033'
1904,1.0,3022,purple_binder_early_childhood.csv, ABLA Child Development Center,1342 S Racine Avenue ,60608,7335992,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'abla child development center',b'1342 s racine avenue',b'60608',b'7335992'
1905,1.0,3023,purple_binder_early_childhood.csv, Abraham Lincoln Centre,7239 S Dobson Avenue ,60619,4934496,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'abraham lincoln centre',b'7239 s dobson avenue',b'60619',b'4934496'
1906,1.0,3024,purple_binder_early_childhood.csv, Abraham Lincoln Centre,5659 S Union Avenue ,60621,7832828,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'abraham lincoln centre',b'5659 s union avenue',b'60621',b'7832828'
226,0.9349035852348482,3025,purple_binder_early_childhood.csv, Abraham Lincoln Centre,7 E 119th Street ,60628,2647633,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'abraham lincoln centre',b'7 e 119th st',b'60628',b'2647632'
1907,1.0,3026,purple_binder_early_childhood.csv, Abraham Lincoln Centre,1354 W 61st Street ,60636,4715100,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'abraham lincoln centre',b'1354 w 61st street',b'60636',b'4715100'
430,0.9741865989370255,3027,purple_binder_early_childhood.csv, Abraham Lincoln Centre,3858 S Cottage Grove Avenue ,60653,3736600,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'abraham lincoln centre - abraham lincoln center',b'3858 s cottage grove ave',b'60653',b'3736600'
1908,1.0,3028,purple_binder_early_childhood.csv, Abraham Lincoln Centre - Berkley Center,4210 S Berkeley Avenue ,60653,4513360,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'abraham lincoln centre - berkley center',b'4210 s berkeley avenue',b'60653',b'4513360'
159,0.9653930437522875,3029,purple_binder_early_childhood.csv, Abraham Lincoln Centre - Lincoln/King,4314 S Cottage Grove Avenue ,60653,7472310,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'abraham lincoln centre - lincoln - king',b'4314 s cottage grove ave',b'60653',b'7472310'
1909,1.0,3030,purple_binder_early_childhood.csv, Accounters Community Center,1155 W 81st Street ,60620,9945514,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'accounters community center',b'1155 w 81st street',b'60620',b'9945514'
1910,1.0,3031,purple_binder_early_childhood.csv, Ada S. McKinley Community Services,725 S Wells Street ,60607,3852000,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'ada s. mckinley community services',b'725 s wells street',b'60607',b'3852000'
1911,1.0,3032,purple_binder_early_childhood.csv, Ada S. McKinley Community Services,4543 S Princeton Avenue ,60609,6249799,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'ada s. mckinley community services',b'4543 s princeton avenue',b'60609',b'6249799'
1912,1.0,3033,purple_binder_early_childhood.csv, Ada S. McKinley Community Services,2647 E 88th Street ,60617,3751999,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'ada s. mckinley community services',b'2647 e 88th street',b'60617',b'3751999'
232,0.9278148255408968,3034,purple_binder_early_childhood.csv, Ada S. McKinley Community Services - Ersula Howard,7222 S Exchange Avenue ,60649,2219711,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'ada s. mckinley community services - mckinley - howard',b'7222 s exchange ave',b'60649',b'2219711'
158,0.9182752045980028,3035,purple_binder_early_childhood.csv, Ada S. McKinley Community Services - Maggie Drummond,4301 S Wabash ,60653,3738200,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'ada s. mckinley community services mckinley-maggie drummond',b'4301 s wabash',b'60653',b'3738200'
23,0.9497248020299341,3036,purple_binder_early_childhood.csv, Ada S. McKinley Community Services - Roseland,11410 S Edbrooke Avenue ,60628,4681918,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'ada s. mckinley community services - mckinley - roseland',b'11410 s edbrooke ave',b'60628',b'4681918'
247,0.9485531019094094,3037,purple_binder_early_childhood.csv, Ada S. McKinley Community Services - Wright Renaissance,7939 S Western Avenue ,60620,4768805,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'ada s. mckinley community services - mckinley - wright renaissance',b'7939 s western ave',b'60620',b'4768805'
341,0.9298188091221677,3038,purple_binder_early_childhood.csv, Ada S. McKinley Services - McKinley - Trumbull,10530 S Oglesby Avenue ,60617,3757022,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'ada s. mckinley community services - mckinley - trumbull park',b'10530 s oglesby',b'60617',b'3757022'
1913,1.0,3039,purple_binder_early_childhood.csv, Albany Park Community Center,3403 W Lawrence Avenue ,60625,4333204,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'albany park community center',b'3403 w lawrence avenue',b'60625',b'4333204'
131,0.9557527643609919,3040,purple_binder_early_childhood.csv, Albany Park Community Center - Ainslie,3401 W Ainslie Street ,60625,5395907,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'albany park community center - albany park day care - ainslie',b'3401 w ainslie st',b'60625',b'5395907'
192,0.8947472423740136,3041,purple_binder_early_childhood.csv, Albany Park Community Center - Kimball,5121 N Kimball Avenue ,60625,5095650,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'albany park community center - albany park head start center-kimball',b'5121 n kimball ave',b'60625',b'5095657'
1914,1.0,3042,purple_binder_early_childhood.csv, All Nations Development Center,8435 S Stony Island Avenue ,60617,3757000,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'all nations development center',b'8435 s stony island avenue',b'60617',b'3757000'
1915,1.0,3043,purple_binder_early_childhood.csv, Appeal for Charities Ebenezer,7058 S LaFayette Avenue ,60621,6515400,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'appeal for charities ebenezer',b'7058 s lafayette avenue',b'60621',b'6515400'
186,0.7702890070069006,3044,purple_binder_early_childhood.csv, Appeal for Charities Emmanuel,50 W 71st Street ,60621,6515400,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'appeal for charities and goodwill - appeal for charities',b'50 w 71st st',b'60621',b'6515400'
448,0.9157638848016911,3045,purple_binder_early_childhood.csv, BBF Family Services,1512 S Pulaski Road ,60623,2779582,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'bbf family services bbf family service',b'1512 s pulaski',b'60623',b'2779582'
1916,1.0,3046,purple_binder_early_childhood.csv, Bernard Horwich Jewish Community Center,3003 W Touhy Avenue ,60645,7619100,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'bernard horwich jewish community center',b'3003 w touhy avenue',b'60645',b'7619100'
1917,1.0,3047,purple_binder_early_childhood.csv, Bethel New Life,4950 W Thomas Street ,60651,4737870,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'bethel new life',b'4950 w thomas street',b'60651',b'4737870'
1918,1.0,3048,purple_binder_early_childhood.csv, Bethel New Life School,1120 N Lamon Avenue ,60651,6267760,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,b'bethel new life school',b'1120 n lamon avenue',b'60651',b'6267760'
1919,1.0,3049,purple_binder_early_childhood.csv," Boys & Girls Clubs of Chicago - Dr Martin Luther King, Jr. Club",2950 W Washington Boulevard ,60612,6385464,,,,,,,,,,,,,,,,,,,,,,,,,,Child Care,"b'boys & girls clubs of chicago - dr martin luther king, jr. club'",b'2950 w washington boulevard',b'60612',b'6385464'
